stakeholder,org_as_stated,date,source_type,position_summary,quote,doc_url,confidence
,Home Builders Association of Central Arizona (HBACA) and the Southern Arizona Home Builders Association (SAHBA),2023-08-15,usbr_post2026_letter,"Submitting scoping comments as representatives of the homebuilding industry (over 900 member companies), highlighting potential impacts of Post-2026 operational guidelines on housing, development, and related economic activity.","On behalf of the Home Builders Association of Central Arizona (HBACA) and the Southern Arizona Home Builders Association (SAHBA), we submit this letter as our comments during the Public Scoping Process for the Post 2026 Operational Guidelines (the Guidelines).",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_G-K_508.pdf,low
,ICFB,,usbr_post2026_letter,Supports cooperating with neighboring states and federal government on Post-2026 Colorado River operations while upholding the law and being responsible water users to keep the river healthy for all seven states.,"we are equally committed to upholding the law and being responsible water users, doing our part to keep the river healthy enough to meet the needs of all seven states.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_G-K_508.pdf,low
,IRRIGATION & ELECTRICAL DISTRICTS’ ASSOCIATION OF ARIZONA; ARIZONA MUNICIPAL POWER USERS’ ASSOCIATION; GRAND CANYON STATE ELECTRIC COOPERATIVE ASSOCIATION,2023-08-15,usbr_post2026_letter,"Requests equitable allocations between Upper and Lower Basin, count system losses, use IRA funds for ecosystem restoration and invasive species removal, continue compensated conservation with protections for water rights, encourage regional infrastructure and protect hydropower and customers.","We are requesting that the continuation of equitable allocations be at the forefront in the Post-2026 Operating Guidelines, as well as to adhere to the Law of the River.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_G-K_508.pdf,low
,IVH2O,,usbr_post2026_letter,Requests Bureau evaluate additional Intentionally Created Surplus (ICS) exhibits for IID users; seek recognition and credit for on-farm conservation; oppose modification of Imperial Irrigation District water rights and insist Post-2026 guidelines respect the priority system.,IVH2O believes the Imperial Irrigation District has no obligation for further reduction in its water allocation and we oppose any modification of our water rights.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_G-R_508.pdf,low
,Imperial Valley Water (IVH2O),2023-08-15,usbr_post2026_letter,Represents Imperial Valley landowners; requests the Bureau evaluate additional Intentionally Created Surplus (ICS) storage behind Hoover Dam and supports operating guidelines that maximize system flexibility and resilience for the post-2026 period.,IVH2O requests the Bureau of Reclamation consider and evaluate additional Intentionally Created Surplus (ICS) storage behind Hoover Dam for the Imperial Irrigation District (IID).,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_G-R_508.pdf,low
,"Interior, Kent Frizzell",1980-12-10,usbr_post2026_letter,"Affirms and adjusts Central Arizona Project (CAP) allocations to provide dependable long-term water supplies to Indian tribes, increases/adds allocations for several tribes, rejects abrupt post-2005 reductions, and establishes a shared priority between Indian and municipal/industrial users in shortages.","my allocations do not reduce the tribal amounts after 2005 as did the 1976 allocations. Instead, my allocations rely on the concept of a ""shared priority"" between Indian users and municipal and industrial users throughout the life of the project.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Tribal_Submissions_508.pdf,low
,Irrigation & Electrical Districts’ Association of Arizona (IEDA),2020-11-13,usbr_post2026_letter,"Requests that Reclamation include analysis of hydropower production impacts in the study, criticizing its omission and warning that unassessed price escalation could reduce market viability for federal power customers.","We do not understand the total lack of analysis of power production impacts, a subject specifically listed as a part of one of Reclamation’s stated purposes for this study.",https://www.usbr.gov/ColoradoRiverBasin/documents/7d/7DReportcomments_IEDA.pdf,low
,Jacky Rosen; Catherine Cortez Masto,2022-08-16,usbr_post2026_letter,"Urges DOI to take additional federal actions to ensure Lower Basin conservation, expeditely implement Southern Nevada Water Authority proposals, and expedite $4 billion in Inflation Reduction Act drought funding (Section 50233).",we urge the expedient implementation of the proposals put forward by the Southern Nevada Water Authority (SNWA).,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_L-S_508.pdf,low
,"James W. Curlin, Dep11ty Assistant Secretory.",1980-12-03,usbr_post2026_letter,Notifies public of a meeting of the Regional Oil Shale Team to discuss a Memorandum of Understanding and criteria for delineating and ranking oil shale tracts for possible Federal leasing; meeting open to public with a comment period.,responsibilities relating lo Federal oil shale leasing and the criteria lo be used in delineating and ranking oil shale tracts for possible leasing.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Tribal_Submissions_508.pdf,low
,"Lac Courte Oreilles Band of Lake Superior Chippewa Indians, Hayward, Wis.",1980-11-26,usbr_post2026_letter,Petitions the Secretary of the Interior for reassumption of tribal jurisdiction over Indian child custody proceedings under the Indian Child Welfare Act.,"This is notice that a petition has been received by the Secretary from the Lac Courte Oreilles Band of Lake Superior Chippewa Indians, for the tribal reassumption of jurisdiction over child custody proceedings.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Tribal_Submissions_508.pdf,low
,"Lake Havasu City, Office of Mayor Cal Sheehy",2023-08-15,usbr_post2026_letter,"Requests realistic normal water supply estimates based on long-term hydrology, measures to minimize severity of shortages, incentives and federal support for conservation across all users, and reconsideration of water-use priorities.","The new volume should be based on 100 plus years of recorded river hydrology, growth (realized and future) in both population served and agricultural uses, and influences such as the current drought.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_G-R_508.pdf,low
,Living Rivers,2023-07-18,usbr_post2026_letter,"Requests the EIS to substantially reduce consumptive use basin-wide, prohibit new diversions, protect tribal water rights, update biological opinions, implement immediate contingency/emergency plans, eliminate structural deficit, and prepare infrastructure and policy for reduced Colorado River flows due to climate change.","The need and purpose of this EIS is to reduce consumption, significantly, and better prepare our communities, ecosystems and cultural landscapes for a Colorado River System with significantly less water.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_L-S_508.pdf,low
,Living Rivers,2023-08-16,usbr_post2026_letter,Submits additional footnote attachments (8.8 MB) containing articles and reports cited in the scoping comments and requests inclusion in the administrative record.,Attached is one zip file (8.8 MB) containing documents cited in the footnotes in our scoping letter (Post-2026).,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_L-S_508.pdf,low
,Living Rivers,2023-08-16,usbr_post2026_letter,Submission (fragment) indicating an additional set of documents cited in their Post-2026 scoping comments; requests inclusion in the administrative record.,Subject: 02: Documents cited in Living Rivers Scoping Comments for Post-2026 Operatio,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_L-S_508.pdf,low
,Living Rivers,2023-08-16,usbr_post2026_letter,Requests Reclamation include attached documents cited in Living Rivers' scoping comments for the administrative record; provides zip files of supporting documents and prior comment letters covering dam operations (2005–2023).,Attached is a zip file (3.6 MB) of documents cited in a table on Page 2 and 3 in our scoping letter (Post-2026). Please include these documents for the administrative record.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_L-S_508.pdf,low
,Living Rivers,2023-08-17,usbr_post2026_letter,Submits supporting documents cited in their Post-2026 scoping comments and requests inclusion of the zip file in the administrative record.,Attached is one zip file containing documents cited in our scoping letter (Post-2026).,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_L-S_508.pdf,low
,Living Rivers,2023-08-17,usbr_post2026_letter,Provides an attached zip file of cited references for their scoping comments and asks Reclamation staff to include these documents in the administrative record.,Attached is one zip file (2.2 MB) containing documents cited in our scoping letter (Post-2026).,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_L-S_508.pdf,low
,Living Rivers,2023-08-17,usbr_post2026_letter,Delivers a zip file (6.6 MB) of documents cited in the scoping letter and requests they be added to the administrative record.,Attached is one zip file (6.6 MB) containing documents cited in our scoping letter (Post-2026).,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_L-S_508.pdf,low
,Living Rivers,2023-08-17,usbr_post2026_letter,Provides a larger attachment of footnote documents for the scoping letter and asks Reclamation to include them in the administrative record.,Attached is one zip file (10.1 MB) containing documents cited in the footnotes in our scoping letter (Post - 2026).,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_L-S_508.pdf,low
,Living Rivers & Colorado Riverkeeper,2020-11-13,usbr_post2026_letter,"Opposes reliance on the 2007 Interim Guidelines and current DCPs as inadequate for long-term climate-driven declines; urges reconsultation and stronger, climate-aware operational changes and policies because existing plans cannot manage 20–25% shortages.","When the basin approaches losses in the range of 25%, we do not think any operational scenario is even feasible.",https://www.usbr.gov/ColoradoRiverBasin/documents/7d/7DReportcomments_LivingRivers.pdf,low
,"Living Rivers Movement, Costa Rica Longo Mai, Costa Rica",,usbr_post2026_letter,"Urges immediate inclusion of Indigenous leaders and climate/water justice groups in water policy; calls for nature-centered frameworks (environmental flows, Rights of Nature, post-growth economics), transparency, and urgent public engagement to address the Basin crisis.",Indigenous leaders and those representing climate and water justice movements in the Basin must be sought out and brought immediately to key water policy-making tables,https://www.usbr.gov/ColoradoRiverBasin/documents/Citizen Comments letters 508 compressed_updated_1.30.2023_508.pdf,low
,Living Rivers et al.,,usbr_post2026_letter,"Opposes state-dominated process; requests a robust, basin-wide EIS that protects tribal water rights and ecosystems, analyzes worst-case climate declines, considers dam decommissioning/bypass, prevents non-native fish passage, and consolidates ESA consultation across dams.","Reclamation must start with a baseline that takes into account the water needed to preserve the ecosystem, endangered fish recovery, structural deficits due to evaporation and seepage, and reserved tribal water rights.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_L-S_508.pdf,low
,Living Rivers et al.,,usbr_post2026_letter,Requests analysis of alternatives securing tribal reserved rights; evaluate infrastructure options including One-Dam and Glen Canyon Dam decommissioning; analyze replacement power (renewables/storage); expand NEPA scope and modeling scenarios; and incorporate tribal traditional knowledge and holistic ecosystem approaches.,The Bureau must plan now for decommissioning Glen Canyon Dam and analyze a range of corresponding engineering alternatives for doing so.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_L-S_508.pdf,low
,Living Rivers et al.,,usbr_post2026_letter,"Urges Reclamation to incorporate new science, address system vulnerabilities and climate adaptation, include equity and tribal knowledge, and analyze alternatives that reflect likely aridification — including reduced reservoir storage and significant hydropower reductions or abandoning Lake Powell storage.",Reclamation must address this reality in the DEIS and consider significant reductions in hydropower in the alternatives.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_L-S_508.pdf,low
,Lower Division States,,usbr_post2026_letter,"Calls for a Post-2026 EIS term that enables investment in new technologies and augmentation while allowing flexibility to respond to climate change; emphasizes engagement with Tribes, Mexico, and stakeholders and reserves rights to provide further comments.",The Post-2026 EIS must evaluate a term that is sufficient to enable investments in new technologies and augmentation programs.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_G-R_508.pdf,low
,MCWA,2023-08-15,usbr_post2026_letter,Supports assessing system losses across all users; establishing Health and Safety Deliveries for municipal needs; defining beneficial use and efficiency standards; allowing on-river communities to create conserved water from effluent; and considering Upper Basin storage when protecting Lake Powell.,"In summary, MCWA believes the Post 2026 Guidelines should incorporate provisions to: i) assess system losses across all water users without regard to priority ; ii) establish Health and Safety Deliveries",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_G-R_508.pdf,low
,"MUNGER , TOLLES & OLSON LLP",2023-08-15,usbr_post2026_letter,"Requests the Bureau comply with APA and NEPA, perform a detailed EIS analyzing site-specific and environmental justice impacts (including hydropower and Basin Funds), and ensure post-2026 operations follow the Law of the River and priority-based allocations.",The alternatives the Bureau develops for consideration in the post-2026 process must all comply with the priority system.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_G-R_508.pdf,low
,"MUNGER , TOLLES & OLSON LLP",2023-08-15,usbr_post2026_letter,"Urges the Bureau to articulate a reasoned basis for discretionary apportionment, equitably allocate middle-priority water consistent with state apportionments, reform or wind down the ICS program, audit ICS conservation credits, and use Part 417 processes to limit deliveries.",The Bureau should reform it in ways that better align with the priority system and sound policy.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_G-R_508.pdf,low
,"MUNGER , TOLLES & OLSON LLP",2023-08-15,usbr_post2026_letter,"Urges the Bureau to apply 43 C.F.R. §417, implement fair and equitable reductions, prioritize compensated voluntary reductions and market-based transfers, maintain predictable annual operating plans, consider recycling/reclamation, and clarify shortage allocation and consumptive-use accounting.","Thus, the Bureau should include within the scope of its post-2026 process assessing efficient systems to allocate and compensate for reductions in water usage.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_G-R_508.pdf,low
,"MUNGER, TOLLES & OLSON LLP",2023-08-15,usbr_post2026_letter,"Requests an equitable, transparent, and comprehensive Bureau process with full input from major water users (including Yuma agricultural and military users); urges broader analysis including Upper Basin and Mexico and not constrained by prior analyses or modeling.","The Bureau must ensure full input from major water users with compelling and federally protected interests, such as agricultural and military users in the Yuma area.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_G-R_508.pdf,low
,Mad planet,,usbr_post2026_letter,"Opposes depleting Lake Powell and Lake Mead for hydropower or urban/industrial uses; urges alternative power sources (e.g., fusion) and consideration of desalination; offers help to protect lakes.",We must not deplete Lake Powell or Lake Mead in use for hydro power and or going into Utah for its wealthy neighborhoods to use for massive golf courses and or Southern California,https://www.usbr.gov/ColoradoRiverBasin/documents/Citizen Comments letters 508 compressed_updated_1.30.2023_508.pdf,low
,Malkoe Design,2023-08-15,usbr_post2026_letter,"Requests allowing Glen Canyon to recover, prioritizing filling Lake Mead before Lake Powell, and capping Lake Powell elevation (keep Powell no higher than 3,550).","Fill Lake Mead first and keep Powell no higher than 3,550 inches.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Individuals_508.pdf,low
,"Mohave County Board of Supervisors (Mohave County, Arizona)",2023-12-11,usbr_post2026_letter,"Mohave County urges Reclamation to evaluate and mitigate severe impacts on on‑river Arizona communities dependent on fourth‑priority Colorado River entitlements, include reasonable alternatives and concrete mitigation to prevent loss of municipal water, and ensure equitable, health‑protective outcomes.",The Revised Draft SEIS fails to include any discussion of mitigation measures that could save these communities from obliteration under each of the alternatives.,https://www.usbr.gov/ColoradoRiverBasin/documents/NearTermColoradoRiverOperations/PublicComments/Government/308_Mohave County Board of Supervisors_508.pdf,low
,NEW MEXICO INTERSTATE STREAM COMMISSION,2020-11-13,usbr_post2026_letter,"Requests Reclamation include an Upper Basin perspective, perform a comparison of system performance under the Interim Guidelines versus pre-2007 operations (storage, water supply, power), and involve New Mexico in future discussions; emphasizes the review is retrospective, not a roadmap for replacements.",New Mexico still believes in the need for a comparison between how the system performed under the Interim Guidelines with how the system would have performed under the operations used before implementation of the Interim Guidelines.,https://www.usbr.gov/ColoradoRiverBasin/documents/7d/7DReportcomments_NMISC.pdf,low
,NGO Consortium,2020-11-13,usbr_post2026_letter,"Requests that Reclamation focus its 7.D. Review on preparing post‑2026 operations for long‑term scarcity and drought, improve modeling and stakeholder/international/tribal engagement, assess effects of ICS and Guidelines on resources, and consider adaptive governance and improved data.",the Basin is likely facing long-term scarcity and that seeking solutions to operate sustainably under such conditions will be essential going forward.,https://www.usbr.gov/ColoradoRiverBasin/documents/7d/7DReportcomments_NGOs.pdf,low
,NRDC,2023-12-11,usbr_post2026_letter,"Urges Reclamation to reinstate and consider 2M AFY (and 2–4M AFY) reduction alternatives, opposes the 750k AFY preferred alternative, seeks federal funds tied to permanent conservation, rigorous application of 43 CFR Part 417 to curb unreasonable use, and adoption of basin best practices.",NRDC strongly supports alternative analyses covering the original 2-4M AFY range that USBR was recommending prior to the 22-23 precipitation year.,https://www.usbr.gov/ColoradoRiverBasin/documents/NearTermColoradoRiverOperations/PublicComments/Organizations/295_Natural Resource Defense Council_508.pdf,low
,Natural Resources Defense Council,,usbr_post2026_letter,"Urges Reclamation to honor Tribal water rights, disclose modeling assumptions, incorporate robust climate scenarios, adopt stronger shortage criteria, expand conservation mechanisms, enforce beneficial-use standards, require water-efficiency best practices, allocate Lower Basin evaporation, and limit post-2026 plan to ≤10 years.",Reclamation should clearly describe all modeling assumptions and inputs used in its projections of unregulated inflows into Lake Powell.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Organizations_L-S_508.pdf,low
,Natural Resources Defense Council,,usbr_post2026_letter,"Urges urgent, sustainable management and stewardship of the Colorado River in post-2026 operations and requests the Bureau consider these comments to ensure long-term water security.",the need for sustainable management and stewardship of the Colorado River remains extremely urgent.,https://www.usbr.gov/ColoradoRiverBasin/documents/NearTermColoradoRiverOperations/PublicComments/Organizations/295_Natural Resource Defense Council_508.pdf,low
,"The Hopi Tribe, Office of the Chairman",2023-08-11,usbr_post2026_letter,Requests modeling and demand assumptions account for undeveloped and unsettled Hopi (and Navajo) water rights and unused Upper/Lower Basin entitlements; asks Reclamation to assume tribal use and include impacts in government-to-government consultation.,The modeling approach developed by the United States for post-2026 operational strategies should account for undeveloped and unsettled Hopi water rights.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Tribal_Submissions_508.pdf,low
,"Office of the Secretary, Department of the Interior",1980-12-10,usbr_post2026_letter,"Allocates Central Arizona Project water to Indian tribes (approximately 309,628 acre-feet) and stipulates that in shortages tribal supplies will be reduced proportionally with municipal and industrial supplies.","This notice allocates 309,628 acre-feet of water to Indian reservations, with the stipulation that in times of shortages, the Indian supply will be reduced on a proportional basis with the municipal and industrial (M&J) supply.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Tribal_Submissions_508.pdf,low
,PARKHOUSE TIRE. INC.,2022-06-30,usbr_post2026_letter,Asks the Bureau to consider building a pipeline conveying water from the Mississippi River to Lake Powell to address falling reservoir levels.,Why cant we build a pipeline running water from the Mississippi river to lake Powell.,https://www.usbr.gov/ColoradoRiverBasin/documents/Citizen Comments letters 508 compressed_updated_1.30.2023_508.pdf,low
,Papago,,usbr_post2026_letter,"Contends the 1976 allocation to Chuichu (8,000 af) is insufficient for an economic farm unit and requests reallocation from Gila Bend to San Xavier or Chuichu if feasible.","The tribe claimed that the 1976 allocation of 8,000 acre-feet to Chuichu is mistaken because it is insufficient to sustain an economic farm unit.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Tribal_Submissions_508.pdf,low
,Phoenix NOi EIS Comment Letter,2023-08-15,usbr_post2026_letter,"Requests the EIS consider whole-system storage, adaptive signposts/triggers, graduated delivery adjustments, protection of municipal and high-priority rights, compliance with environmental flow targets, and mitigation investments and demand-management to improve long-term basin resilience.","We recommend that the following general management strategies should be considered as part of the alternatives development process for the EIS, including as part of mitigation efforts",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_A-F_508.pdf,low
,Phoenix NOi EIS Comment Letter,2023-08-15,usbr_post2026_letter,"Supports collaborative, adaptive post-2026 guidelines emphasizing operational flexibility, creative storage use, incentives for transactions and tribal protections; urges broader scope including Upper Basin reservoirs and comprehensive climate and hydrology analyses.",A next step should be the consideration of a broader range of activities that could creatively generate and utilize storage and incentivize participation.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_A-F_508.pdf,low
,RAEnergx.!.!S,2022-06-29,usbr_post2026_letter,"Requests creation of a public database showing water available and projected 'run dry' dates by state and collectively, and asks for contingency planning and initiatives to restore landscapes/water supplies.",By state How much water is available Projected run dry date,https://www.usbr.gov/ColoradoRiverBasin/documents/Citizen Comments letters 508 compressed_updated_1.30.2023_508.pdf,low
,RIX Industries,2022-07-21,usbr_post2026_letter,"Proposes constructing one or multiple pipelines from the Great Lakes to Lake Powell to supply water, arguing technology exists and costs are justified to prevent reservoir depletion and loss of hydroelectricity and food production.",I propose a Pipeline be constructed from the Great Lakes to Lake Powell.,https://www.usbr.gov/ColoradoRiverBasin/documents/Citizen Comments letters 508 compressed_updated_1.30.2023_508.pdf,low
,SAN XAVIER ALLOTTEES ASSOCIATION,2023-12-11,usbr_post2026_letter,"Opposes any discretionary action that could reduce the SAWRSA CAP water supply or jeopardize San Xavier Reservation water rights; seeks protection of CAP deliveries, water for farming and community, and preservation of reservation groundwater and riparian habitat.",The SXAA and the SXD will oppose any discretionary action which potentially reduces the SAWRSA CAP water supply.,https://www.usbr.gov/ColoradoRiverBasin/documents/NearTermColoradoRiverOperations/PublicComments/Organizations/222_San Xavier Allottees Association_508.pdf,low
,SEA-2-SEA,,usbr_post2026_letter,"Proposes large-scale seawater import to restore the Salton Sea and address Colorado River shortages, including a gravitational aqueduct from the Sea of Cortez, desalination, and integrated technologies (geothermal/solar/plasma-gasification) to provide freshwater and economic benefits.",The only thing all experts agree on is water must be imported.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Individuals_508.pdf,low
,"STATE OF CALIFORNIA – CALIFORNIA NATURAL RESOURCES AGENCY GAVIN NEWSOM, Governor DEPARTMENT OF WATER RESOURCES",2023-08-15,usbr_post2026_letter,"Requests shorter guideline terms or stronger re-opener provisions, improved forecasting and modeling, evaluation of Reclamation authorities (e.g., voluntary water banks), expanded access to federal storage, and federal commitment to modernize infrastructure to increase resilience.","We recommend that Reclamation fully evaluate its authorities to employ techniques it has used elsewhere (e.g., the Klamath Project) to help users manage shortages, such as voluntary water banks.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_A-F_508.pdf,low
,STATE OF NEW MEXICO,2023-08-15,usbr_post2026_letter,"Requests a narrow EIS scope limited to coordinated operations of Lakes Powell and Mead; recommends using lessons from 2007 Guidelines, accounting for evaporation and system losses, planning for varied hydrology, ensuring flexibility, periodic review, best available science, and Tribal inclusion.","""The scope of the EIS should be limited to the coordinated operations of Lake Powell and Lake Mead.""",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_S-Z_508.pdf,low
,"Salmon, Lewis & Weldon, P.L.C.",2023-08-15,usbr_post2026_letter,"Opposes placing expanded shortage reductions mainly on Arizona; urges equitable sharing among Lower Basin users, proportional allocation among entitlement holders; supports coordinated reservoir operations, more incremental tiers, and preserving voluntary conservation programs.",Merely extending the existing framework to expand reduction volumes and shortage tiers borne by Arizona is not a viable solution.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_G-R_508.pdf,low
,Salton Sea Authority,2023-08-15,usbr_post2026_letter,"Urges Reclamation to evaluate and provide federally funded mitigation in the EIS for Salton Sea impacts from Colorado River water conservation, including air quality, environmental justice, tribal, water quality and habitat harms.",We respectfully urge you to evaluate these impacts and provide federally funded mitigation to address them within the EIS,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_S-Z_508.pdf,low
,Salton Sea Coalition,2023-08-15,usbr_post2026_letter,Calls for immediate importation of ocean water (from the Gulf/El Mar de Cortez) to refill the Salton Sea to stop toxic dust and protect public health; later follow-up via desalination and pollution cleanup.,Importing Ocean water to fill up the drying lake is the immediate solution to stop the toxic dust that is being spread for miles.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Individuals_508.pdf,low
,Salton Sea Coalition,2023-08-15,usbr_post2026_letter,Urges USBR not to forget the Salton Sea; calls for ocean water importation and desalination to restore the Salton Sea and decouple it from Colorado River supplies; criticizes state Draft Long Range Plan and UCSC panel and requests a comprehensive feasibility study.,"Importing ocean water to the Salton Sea, and desalinating it can help reduce the emissions of greenhouse gases from the exposed lakebed by restoring a healthy ecosystem at the Salton Sea.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Individuals_508.pdf,low
,San Juan Water C ission,,usbr_post2026_letter,Urges the Bureau to limit NEPA scope to post-2026 operational guidelines for Lakes Powell and Mead; account for Lower Basin system losses including evaporation; establish uniform measurement/accounting methods; and consider synchronizing operational periods for Powell and Mead.,"""develop[ing] post-2026 operational guidelines and strategies for Lake Powell and Lake Mead,""",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_S-Z_508.pdf,low
,San Juan Water Commission,2023-08-14,usbr_post2026_letter,"Provides comments for the EIS scoping, requests consideration of specific operational guidelines and related issues, and urges inclusion of a wide range of Colorado River Basin stakeholders in the NEPA process.","The Commission previously submitted comments, on September 1, 2022, concerning the scope of the NEPA process and the need for inclusion of a wide range of Colorado River Basin stakeholders.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_S-Z_508.pdf,low
,San Luis Rey Indian Water Authority,2023-08-14,usbr_post2026_letter,"Asserts that the San Luis Rey Settlement guarantee of 16,000 acre-feet of supplemental Colorado River water to the Bands is mandated by Congress and the Settlement Agreement and cannot be reduced or altered by the post-2026 administrative process.",cannot be reduced or altered through the current admi nistrative process.,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Tribal_Submissions_508.pdf,low
,San Luis Rey Indian Water Authority,2023-12-09,usbr_post2026_letter,"Asserts the 16,000 acre-feet reserved by the San Luis Rey Settlement Act cannot be mandatorily reduced by Reclamation; supports elimination of Action Alternatives 1 and 2 and the focus on the Lower Division voluntary conservation proposal consistent with federal law.","the 16,000 acre-feet of conserved Colorado River water provided under the San Luis Rey Settlement Act is not subject to mandatory reduction by Reclamation",https://www.usbr.gov/ColoradoRiverBasin/documents/NearTermColoradoRiverOperations/PublicComments/Tribes/340_San Luis Rey Indian Water Authority_508.pdf,low
,San Xavier Allottees Association,,usbr_post2026_letter,"Opposes the BOR’s Proposed Action and supports the No Action Alternative; argues the Proposed Action increases risk of CAP water shortages for the San Xavier District, reduces power value, and urges adoption of No Action plus implementation of the first eight items of the Lower Basin May 22, 2023 letter.",opposes the BOR’s adoption of the Proposed Action and supports the No Action Alternative,https://www.usbr.gov/ColoradoRiverBasin/documents/NearTermColoradoRiverOperations/PublicComments/Organizations/222_San Xavier Allottees Association_508.pdf,low
,"Secretary of the Interior (""Secretary"")",,usbr_post2026_letter,"As a Party to the Agreement, the Secretary supports the Drought Response Operations framework and may delegate duties to the Bureau of Reclamation to implement the Agreement.","The Secretary may delegate his or her duties under this Drought Response Operations Agreement to the Bureau of Reclamation (""Reclamation"").",https://www.usbr.gov/ColoradoRiverBasin/documents/dcp/DroughtContigencyPlansBasinStates-TransmittalLetter-508-DOI.pdf,low
,Shannik Llc U.S.A.,2023-07-17,usbr_post2026_letter,Requests consideration of importing massive volumes of water from Mexico (billions of acre-feet per year) to augment Colorado River supplies and end interstate conflicts; urges out-of-the-box solutions and asserts feasibility and affordability.,why don't we consider importing massive water from Mexico to lower Colorado River?,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Individuals_508.pdf,low
,Shared Interest Group Members of the Arizona Re-consultation Committee,,usbr_post2026_letter,Request equitable apportionment of Infrastructure Protection Volume (IPV) losses among Lower Basin states; oppose mid-year delivery reductions and instead want pre-defined criteria; emphasize protecting public health and safety and equitable reductions across Lower Basin.,"The responsibility to absorb evaporation, seepage and system losses should be equitably apportioned to the Lower Basin State’s water users based on consumptive water use and must be applied before Lake Mead reaches the currently defined shortage trigger elevations.",https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_A-F_508.pdf,low
,Shared Interest Group Members of the Arizona Re-consultation Committee,,usbr_post2026_letter,Lists member agencies and utilities of the Arizona Re-consultation Committee; fragment contains only member names and no explicit policy requests in this excerpt.,Shared Interest Group Members of the Arizona Re-consultation Committee,https://www.usbr.gov/ColoradoRiverBasin/documents/post2026/scoping/Fed-State-Local_A-F_508.pdf,low
